month;GPR;SHARE_GPR;N10;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;;;;;
01/05/2017;102,58;3,08;19696;0,02;0,13;0,26;0,03;0,16;0,06;0,00;0,69;0,04;0,49;0,03;0,20;0,07;0,03;0,60;1,00;0,02;0,02;0,05;0,09;0,33;0,18;0,32;0,75;0,09;0,08;0,09;0,04;0,01;0,20;0,05;0,01;0,87;0,45;0,06;0,08;0,05;0,29;0,06;0,16;2,52;0,07;0,04;0,01;;;;;75,44794769
01/06/2017;126,79;3,80;19380;0,00;0,19;0,21;0,03;0,27;0,02;0,02;0,54;0,01;0,50;0,03;0,43;0,09;0,02;0,74;1,57;0,04;0,03;0,06;0,23;0,18;0,18;0,19;0,42;0,11;0,06;0,07;0,06;0,01;0,14;0,09;0,02;0,83;0,74;0,07;0,03;0,04;0,42;0,03;0,17;2,86;0,04;0,01;0,04;;;;;59,05505818
01/07/2017;102,81;3,08;18873;0,01;0,05;0,16;0,02;0,12;0,03;0,01;0,91;0,04;0,72;0,01;0,26;0,07;0,01;0,53;0,69;0,03;0,04;0,03;0,14;0,28;0,10;0,43;1,06;0,13;0,03;0,05;0,02;0,01;0,06;0,28;0,02;1,37;0,35;0,05;0,02;0,02;0,35;0,14;0,39;2,62;0,12;0,01;0,04;;;;;98,35224428
01/08/2017;138,53;4,16;18724;0,04;0,24;0,21;0,06;0,21;0,06;0,05;1,26;0,12;0,45;0,04;0,12;0,45;0,07;0,58;0,97;0,06;0,03;0,02;0,18;0,14;0,14;0,85;1,82;0,14;0,03;0,05;0,05;0,03;0,21;0,06;0,06;1,08;0,21;0,10;0,03;0,04;0,28;0,04;0,19;3,56;0,30;0,03;0,04;;;;;136,2151143
01/09/2017;115,53;3,47;20027;0,01;0,08;0,11;0,08;0,22;0,08;0,01;1,22;0,01;0,49;0,02;0,11;0,12;0,01;0,64;1,15;0,10;0,02;0,06;0,28;0,27;0,12;0,75;1,61;0,16;0,07;0,08;0,03;0,03;0,04;0,05;0,01;1,18;0,13;0,07;0,02;0,01;0,23;0,03;0,19;2,88;0,16;0,01;0,09;;;;;132,7255323
01/10/2017;91,46;2,74;24642;0,00;0,08;0,20;0,03;0,23;0,04;0,02;0,60;0,01;0,57;0,03;0,11;0,16;0,01;0,58;0,98;0,05;0,01;0,01;0,12;0,16;0,08;0,26;0,67;0,13;0,03;0,05;0,08;0,02;0,11;0,02;0,03;0,74;0,23;0,03;0,02;0,02;0,32;0,01;0,11;2,10;0,01;0,04;0,04;;;;;66,09580315
01/11/2017;92,60;2,78;23764;0,06;0,03;0,10;0,03;0,13;0,01;0,00;0,75;0,01;0,30;0,03;0,23;0,11;0,02;0,34;0,50;0,03;0,03;0,00;0,16;0,24;0,11;0,42;0,77;0,05;0,05;0,09;0,05;0,00;0,17;0,05;0,04;0,63;0,61;0,04;0,03;0,05;0,19;0,07;0,10;2,18;0,07;0,03;0,07;;;;;82,04457226
01/12/2017;82,72;2,48;21886;0,02;0,11;0,12;0,04;0,16;0,04;0,00;0,73;0,03;0,25;0,00;0,15;0,05;0,00;0,31;0,63;0,10;0,03;0,03;0,06;0,39;0,05;0,33;0,90;0,09;0,08;0,05;0,08;0,01;0,02;0,05;0,01;0,79;0,25;0,05;0,01;0,03;0,15;0,04;0,15;2,00;0,05;0,01;0,02;;;;;79,47695355
01/01/2018;92,43;2,77;23050;0,00;0,09;0,19;0,05;0,16;0,07;0,02;0,69;0,03;0,43;0,03;0,11;0,06;0,01;0,45;0,72;0,05;0,04;0,04;0,18;0,28;0,10;0,25;0,72;0,09;0,04;0,09;0,05;0,02;0,05;0,10;0,00;1,03;0,31;0,09;0,04;0,02;0,43;0,04;0,10;2,20;0,10;0,03;0,04;;;;;74,35606692
01/02/2018;64,49;1,93;21506;0,02;0,03;0,22;0,04;0,07;0,02;0,01;0,29;0,02;0,30;0,02;0,08;0,04;0,00;0,31;0,67;0,01;0,01;0,00;0,08;0,25;0,10;0,13;0,38;0,05;0,01;0,03;0,02;0,01;0,01;0,06;0,00;0,74;0,14;0,06;0,05;0,02;0,41;0,02;0,11;1,59;0,03;0,01;0,00;;;;;31,68854696
01/03/2018;111,96;3,36;24954;0,03;0,15;0,24;0,11;0,34;0,16;0,03;0,95;0,03;0,70;0,03;0,15;0,05;0,04;0,66;1,55;0,07;0,04;0,04;0,13;0,23;0,17;0,48;0,98;0,17;0,10;0,07;0,07;0,03;0,06;0,18;0,04;1,42;0,25;0,09;0,03;0,03;0,23;0,06;0,30;2,75;0,06;0,03;0,04;;;;;101,5418978
01/04/2018;123,26;3,70;23153;0,01;0,05;0,17;0,04;0,16;0,14;0,00;1,11;0,01;0,55;0,01;0,11;0,02;0,00;1,02;1,66;0,17;0,00;0,01;0,15;0,64;0,06;0,33;0,92;0,12;0,03;0,03;0,00;0,02;0,02;0,03;0,02;1,77;0,44;0,05;0,02;0,01;0,39;0,05;0,21;3,36;0,11;0,01;0,02;;;;;118,7354859
01/05/2018;125,67;3,77;23798;0,10;0,15;0,36;0,05;0,26;0,11;0,02;1,52;0,03;0,92;0,06;0,13;0,10;0,02;0,98;1,37;0,08;0,02;0,05;0,29;0,97;0,17;0,57;1,32;0,11;0,07;0,11;0,01;0,02;0,07;0,05;0,00;1,26;0,51;0,03;0,01;0,00;0,21;0,05;0,13;3,32;0,17;0,03;0,07;;;;;163,6934044
01/06/2018;103,97;3,12;24211;0,05;0,09;0,29;0,11;0,57;0,09;0,00;1,17;0,03;0,56;0,03;0,07;0,13;0,06;0,66;1,06;0,07;0,04;0,08;0,16;0,23;0,25;0,55;0,95;0,29;0,07;0,07;0,05;0,02;0,07;0,03;0,03;0,89;0,27;0,05;0,03;0,00;0,19;0,07;0,14;2,62;0,10;0,03;0,09;;;;;126,7043565
01/07/2018;110,03;3,30;23423;0,07;0,11;0,58;0,06;0,39;0,09;0,01;1,02;0,03;0,67;0,07;0,07;0,06;0,50;0,51;1,11;0,03;0,06;0,03;0,18;0,34;0,15;0,38;0,67;0,11;0,02;0,05;0,04;0,01;0,00;0,10;0,01;1,14;0,20;0,08;0,04;0,01;0,24;0,00;0,27;2,69;0,06;0,05;0,04;;;;;111,4093593
01/08/2018;112,74;3,38;22327;0,14;0,10;0,15;0,08;0,28;0,06;0,04;0,96;0,05;0,45;0,03;0,12;0,08;0,15;0,34;1,17;0,09;0,00;0,04;0,15;0,30;0,17;0,28;0,69;0,15;0,04;0,10;0,01;0,01;0,04;0,02;0,02;1,16;0,37;0,02;0,04;0,00;0,63;0,02;0,13;2,81;0,07;0,03;0,24;;;;;104,8425557
01/09/2018;75,05;2,25;23810;0,05;0,04;0,08;0,04;0,26;0,02;0,04;0,77;0,08;0,24;0,04;0,06;0,05;0,01;0,33;0,68;0,06;0,04;0,01;0,16;0,16;0,15;0,16;0,39;0,08;0,02;0,07;0,03;0,05;0,02;0,03;0,01;0,82;0,12;0,01;0,03;0,00;0,29;0,05;0,13;1,82;0,13;0,01;0,02;;;;;84,18513725
01/10/2018;92,02;2,76;24276;0,07;0,07;0,19;0,06;0,24;0,04;0,02;1,04;0,01;0,49;0,05;0,13;0,08;0,10;0,54;0,85;0,09;0,02;0,05;0,21;0,30;0,22;0,32;0,42;0,19;0,03;0,11;0,07;0,00;0,06;0,07;0,02;1,01;0,66;0,11;0,06;0,02;0,54;0,12;0,12;2,39;0,07;0,01;0,03;;;;;112,871306
01/11/2018;80,41;2,41;23593;0,26;0,08;0,19;0,04;0,17;0,06;0,03;0,67;0,01;0,36;0,04;0,17;0,07;0,05;0,53;0,93;0,07;0,06;0,01;0,18;0,24;0,22;0,21;0,35;0,14;0,01;0,06;0,04;0,01;0,03;0,13;0,00;0,83;0,65;0,09;0,00;0,03;0,50;0,05;0,31;1,95;0,06;0,02;0,02;;;;;72,46872656
01/12/2018;90,61;2,72;21305;0,14;0,17;0,27;0,01;0,45;0,07;0,01;0,82;0,01;0,38;0,08;0,06;0,03;0,04;0,38;1,06;0,17;0,02;0,00;0,08;0,28;0,07;0,23;0,37;0,16;0,00;0,07;0,05;0,01;0,01;0,08;0,02;0,93;0,37;0,14;0,01;0,01;0,50;0,05;0,29;2,23;0,03;0,01;0,02;;;;;88,64334769
01/01/2019;87,42;2,62;23530;0,06;0,15;0,21;0,18;0,41;0,06;0,04;0,93;0,17;0,37;0,10;0,17;0,10;0,04;0,36;0,78;0,07;0,04;0,04;0,09;0,24;0,10;0,16;0,46;0,18;0,02;0,11;0,06;0,08;0,03;0,14;0,00;1,00;0,31;0,03;0,04;0,00;0,41;0,03;0,12;2,25;0,33;0,05;0,04;;;;;100,4163714
01/02/2019;96,80;2,90;21182;0,04;0,07;0,33;0,21;0,29;0,02;0,05;1,07;0,34;0,58;0,07;0,03;0,18;0,03;0,62;1,02;0,04;0,06;0,02;0,36;0,24;0,18;0,14;0,51;0,24;0,00;0,15;0,04;0,13;0,02;0,23;0,03;1,06;0,27;0,04;0,03;0,00;0,30;0,01;0,09;2,43;0,52;0,11;0,01;;;;;116,1586179
01/03/2019;82,33;2,47;23974;0,04;0,19;0,18;0,11;0,13;0,03;0,03;0,77;0,12;0,31;0,03;0,05;0,06;0,01;0,33;0,71;0,04;0,03;0,03;0,31;0,15;0,13;0,10;0,55;0,08;0,03;0,11;0,05;0,02;0,06;0,05;0,02;0,56;0,24;0,04;0,01;0,01;0,26;0,05;0,05;1,88;0,19;0,10;0,02;;;;;83,81331422
01/04/2019;79,25;2,38;22338;0,03;0,12;0,08;0,03;0,17;0,02;0,01;0,56;0,04;0,26;0,03;0,29;0,08;0,01;0,51;0,81;0,04;0,01;0,04;0,35;0,24;0,21;0,28;0,41;0,13;0,01;0,05;0,03;0,02;0,04;0,02;0,03;0,81;0,33;0,07;0,01;0,05;0,26;0,04;0,15;1,94;0,19;0,06;0,03;;;;;60,65228626
01/05/2019;106,47;3,19;23266;0,08;0,16;0,18;0,11;0,28;0,06;0,03;1,17;0,09;0,55;0,01;0,14;0,12;0,07;0,51;1,31;0,15;0,04;0,16;0,26;0,30;0,09;0,45;0,55;0,10;0,06;0,07;0,12;0,05;0,07;0,03;0,02;0,97;0,58;0,04;0,06;0,01;0,32;0,06;0,09;2,78;0,41;0,08;0,02;;;;;126,5344433
01/06/2019;106,59;3,20;23178;0,01;0,11;0,19;0,03;0,28;0,06;0,03;1,29;0,01;0,63;0,03;0,09;0,07;0,02;0,54;0,99;0,16;0,04;0,04;0,21;0,38;0,16;0,79;0,42;0,35;0,08;0,08;0,25;0,02;0,07;0,04;0,03;0,90;0,71;0,08;0,06;0,00;0,28;0,09;0,11;2,87;0,15;0,04;0,05;;;;;140,0657838
01/07/2019;93,52;2,81;22602;0,00;0,15;0,19;0,03;0,20;0,04;0,00;0,76;0,06;0,52;0,01;0,16;0,10;0,02;0,58;1,23;0,11;0,01;0,03;0,17;0,18;0,10;0,33;0,36;0,10;0,02;0,04;0,08;0,00;0,04;0,02;0,01;0,80;0,33;0,06;0,04;0,00;0,34;0,06;0,09;2,38;0,11;0,08;0,03;;;;;82,31183178
01/08/2019;103,40;3,10;22602;0,07;0,19;0,15;0,13;0,23;0,03;0,01;1,22;0,01;0,58;0,03;0,06;0,06;0,04;0,50;1,15;0,41;0,02;0,01;0,35;0,28;0,16;0,43;0,48;0,13;0,00;0,03;0,14;0,02;0,05;0,07;0,03;0,84;0,25;0,05;0,11;0,00;0,15;0,08;0,15;2,75;0,14;0,03;0,04;;;;;132,0571757
01/09/2019;90,37;2,71;22579;0,03;0,11;0,10;0,04;0,16;0,06;0,03;0,73;0,06;0,41;0,04;0,11;0,06;0,06;0,58;0,96;0,13;0,02;0,01;0,16;0,33;0,13;0,24;0,33;0,07;0,02;0,09;0,08;0,01;0,01;0,11;0,00;0,58;0,90;0,08;0,00;0,00;0,22;0,04;0,19;2,33;0,14;0,06;0,03;;;;;79,18203684
01/10/2019;97,84;2,93;23786;0,05;0,09;0,19;0,13;0,09;0,08;0,05;0,67;0,00;0,36;0,01;0,07;0,08;0,03;0,53;1,10;0,13;0,02;0,04;0,17;0,17;0,08;0,27;0,24;0,09;0,00;0,05;0,08;0,03;0,04;0,03;0,00;1,07;0,42;0,07;0,00;0,00;1,18;0,04;0,22;2,47;0,10;0,03;0,03;;;;;73,11932797
01/11/2019;73,08;2,19;22720;0,02;0,11;0,07;0,09;0,18;0,07;0,04;0,60;0,01;0,31;0,07;0,10;0,10;0,00;0,34;0,81;0,30;0,06;0,00;0,08;0,18;0,07;0,18;0,17;0,18;0,00;0,06;0,05;0,02;0,02;0,06;0,00;0,47;0,11;0,07;0,02;0,01;0,27;0,05;0,15;1,74;0,08;0,04;0,03;;;;;65,2987288
01/12/2019;74,28;2,23;20602;0,02;0,11;0,12;0,10;0,16;0,04;0,02;0,60;0,02;0,27;0,01;0,18;0,05;0,01;0,43;0,81;0,10;0,02;0,01;0,09;0,18;0,10;0,16;0,27;0,08;0,03;0,09;0,03;0,02;0,01;0,05;0,00;0,58;0,30;0,07;0,04;0,02;0,30;0,02;0,18;1,72;0,04;0,05;0,01;;;;;64,8570452
01/01/2020;138,42;4,15;22665;0,02;0,19;0,30;0,05;0,38;0,12;0,02;1,26;0,04;1,02;0,00;0,28;0,05;0,04;1,04;1,69;0,17;0,02;0,04;0,18;0,43;0,23;0,30;0,39;0,06;0,04;0,17;0,04;0,03;0,04;0,08;0,02;1,18;0,80;0,10;0,03;0,00;0,53;0,08;0,48;3,62;0,14;0,05;0,01;;;;;134,8117355
01/02/2020;75,96;2,28;22430;0,02;0,08;0,11;0,03;0,20;0,10;0,00;0,87;0,06;0,49;0,04;0,15;0,11;0,03;0,41;0,82;0,13;0,02;0,03;0,21;0,11;0,22;0,26;0,20;0,04;0,04;0,06;0,10;0,01;0,06;0,03;0,00;0,66;0,18;0,06;0,04;0,00;0,46;0,06;0,14;1,52;0,11;0,02;0,05;;;;;94,16604994
01/03/2020;81,54;2,45;23388;0,03;0,12;0,15;0,07;0,21;0,03;0,03;0,67;0,06;0,32;0,02;0,10;0,18;0,01;0,33;0,84;0,06;0,02;0,03;0,12;0,11;0,47;0,18;0,27;0,14;0,02;0,11;0,06;0,04;0,04;0,02;0,03;0,43;0,08;0,02;0,03;0,00;0,33;0,03;0,04;1,71;0,11;0,04;0,03;;;;;72,27634068
01/04/2020;69,34;2,08;21541;0,02;0,07;0,06;0,09;0,11;0,07;0,00;0,60;0,05;0,26;0,04;0,06;0,14;0,03;0,32;0,61;0,06;0,02;0,05;0,12;0,06;0,18;0,11;0,12;0,13;0,01;0,06;0,04;0,02;0,06;0,06;0,01;0,35;0,13;0,02;0,02;0,00;0,06;0,06;0,08;1,53;0,05;0,03;0,04;;;;;64,70630727
01/05/2020;68,51;2,05;22192;0,01;0,14;0,09;0,04;0,14;0,03;0,00;0,76;0,10;0,32;0,00;0,09;0,09;0,01;0,20;0,60;0,40;0,02;0,03;0,15;0,05;0,12;0,14;0,19;0,06;0,02;0,05;0,00;0,01;0,01;0,05;0,01;0,29;0,08;0,02;0,04;0,00;0,11;0,11;0,05;1,71;0,16;0,04;0,01;;;;;81,20964982
01/06/2020;71,23;2,14;21672;0,01;0,11;0,08;0,08;0,14;0,03;0,00;0,77;0,00;0,27;0,01;0,12;0,04;0,02;0,25;0,66;0,28;0,03;0,02;0,32;0,16;0,07;0,15;0,27;0,09;0,04;0,05;0,06;0,01;0,05;0,03;0,02;0,49;0,06;0,03;0,03;0,01;0,12;0,12;0,08;1,65;0,07;0,04;0,08;;;;;81,93352602
01/07/2020;66,47;1,99;22219;0,01;0,27;0,13;0,02;0,25;0,06;0,01;0,93;0,01;0,21;0,04;0,11;0,07;0,03;0,30;0,66;0,48;0,03;0,03;0,23;0,09;0,11;0,29;0,27;0,06;0,03;0,04;0,05;0,02;0,06;0,03;0,01;0,40;0,09;0,06;0,01;0,00;0,16;0,18;0,09;1,54;0,03;0,02;0,02;;;;;98,29767147
01/08/2020;65,47;1,96;22459;0,00;0,08;0,15;0,05;0,10;0,03;0,00;0,66;0,01;0,44;0,00;0,09;0,09;0,02;0,45;0,58;0,27;0,04;0,03;0,10;0,17;0,10;0,21;0,17;0,09;0,02;0,08;0,01;0,01;0,02;0,16;0,00;0,51;0,13;0,02;0,07;0,01;0,16;0,08;0,14;1,46;0,06;0,00;0,03;;;;;70,3197232
01/09/2020;80,38;2,41;22316;0,01;0,14;0,24;0,01;0,17;0,05;0,00;0,86;0,00;0,63;0,02;0,13;0,05;0,04;0,53;0,73;0,21;0,02;0,01;0,22;0,24;0,12;0,18;0,20;0,07;0,03;0,15;0,01;0,01;0,04;0,08;0,02;0,93;0,10;0,08;0,02;0,01;0,40;0,17;0,27;1,70;0,08;0,00;0,03;;;;;90,75241323
01/10/2020;76,08;2,28;23707;0,04;0,07;0,17;0,03;0,18;0,00;0,02;0,65;0,02;0,40;0,03;0,09;0,07;0,06;0,57;0,66;0,16;0,03;0,00;0,12;0,20;0,12;0,11;0,13;0,09;0,01;0,05;0,03;0,00;0,01;0,09;0,00;0,85;0,11;0,12;0,01;0,01;0,53;0,11;0,08;1,66;0,03;0,01;0,00;;;;;68,41456503
01/11/2020;70,07;2,10;21793;0,01;0,09;0,16;0,04;0,12;0,05;0,00;0,42;0,02;0,33;0,04;0,09;0,10;0,01;0,50;0,64;0,10;0,05;0,00;0,18;0,28;0,12;0,11;0,14;0,09;0,01;0,07;0,04;0,01;0,03;0,06;0,01;0,45;0,14;0,03;0,01;0,06;0,19;0,07;0,12;1,31;0,06;0,02;0,08;;;;;43,74315018
01/12/2020;64,07;1,92;21180;0,01;0,10;0,20;0,03;0,13;0,00;0,00;0,59;0,03;0,40;0,03;0,11;0,09;0,01;0,51;0,44;0,18;0,01;0,02;0,12;0,32;0,08;0,09;0,19;0,02;0,01;0,05;0,04;0,01;0,03;0,03;0,01;0,58;0,22;0,06;0,00;0,02;0,22;0,06;0,04;1,44;0,09;0,00;0,04;;;;;61,72173606
01/01/2021;77,42;2,32;22609;0,01;0,10;0,10;0,10;0,12;0,03;0,02;0,77;0,04;0,29;0,04;0,13;0,05;0,00;0,29;0,56;0,31;0,02;0,01;0,12;0,17;0,05;0,12;0,28;0,07;0,00;0,02;0,01;0,03;0,02;0,10;0,00;0,59;0,20;0,01;0,00;0,03;0,15;0,23;0,15;1,90;0,09;0,04;0,05;;;;;79,77071853
01/02/2021;73,96;2,22;20692;0,00;0,12;0,18;0,03;0,15;0,01;0,00;0,72;0,00;0,40;0,03;0,05;0,03;0,02;0,44;0,71;0,14;0,02;0,06;0,14;0,14;0,13;0,21;0,18;0,08;0,04;0,07;0,10;0,00;0,03;0,05;0,00;0,51;0,20;0,05;0,14;0,00;0,14;0,07;0,06;1,58;0,02;0,07;0,04;;;;;73,44801145
01/03/2021;78,62;2,36;22900;0,03;0,20;0,11;0,04;0,18;0,04;0,00;0,84;0,02;0,37;0,02;0,07;0,07;0,03;0,48;0,73;0,23;0,03;0,05;0,31;0,14;0,15;0,38;0,33;0,07;0,03;0,05;0,04;0,00;0,03;0,04;0,02;0,63;0,23;0,05;0,10;0,01;0,21;0,14;0,10;1,76;0,04;0,01;0,10;;;;;85,68306117
01/04/2021;88,17;2,64;21479;0,02;0,14;0,23;0,06;0,18;0,02;0,01;0,74;0,01;0,47;0,05;0,05;0,06;0,07;0,57;0,80;0,13;0,03;0,04;0,18;0,23;0,10;0,27;0,19;0,05;0,07;0,03;0,04;0,00;0,05;0,08;0,03;1,20;0,08;0,07;0,04;0,01;0,20;0,20;0,72;1,98;0,03;0,10;0,07;;;;;74,97601011
01/05/2021;93,01;2,79;22010;0,01;0,16;0,26;0,04;0,24;0,10;0,03;0,64;0,01;0,53;0,05;0,35;0,03;0,03;0,51;0,89;0,08;0,07;0,03;0,31;0,87;0,09;0,20;0,26;0,05;0,07;0,06;0,15;0,00;0,02;0,22;0,06;0,83;0,09;0,11;0,06;0,01;0,14;0,11;0,33;2,02;0,02;0,05;0,04;;;;;64,52701583
01/06/2021;74,13;2,22;21544;0,00;0,15;0,36;0,04;0,18;0,08;0,00;0,73;0,01;0,39;0,02;0,13;0,09;0,07;0,49;0,73;0,14;0,02;0,01;0,19;0,20;0,12;0,16;0,20;0,04;0,01;0,09;0,03;0,02;0,01;0,12;0,02;0,83;0,10;0,02;0,04;0,01;0,19;0,15;0,29;1,70;0,02;0,03;0,05;;;;;73,42675451
01/07/2021;58,42;1,75;22314;0,02;0,07;0,11;0,01;0,13;0,04;0,00;0,52;0,02;0,22;0,03;0,06;0,02;0,01;0,21;0,54;0,09;0,00;0,00;0,17;0,17;0,11;0,14;0,18;0,05;0,01;0,08;0,04;0,01;0,04;0,06;0,00;0,49;0,06;0,01;0,01;0,03;0,13;0,12;0,14;1,25;0,04;0,05;0,04;;;;;52,55722944
01/08/2021;89,49;2,68;20715;0,02;0,06;0,15;0,02;0,17;0,05;0,00;0,59;0,03;0,44;0,07;0,12;0,08;0,01;0,36;0,96;0,06;0,06;0,03;0,14;0,28;0,09;0,14;0,19;0,06;0,00;0,07;0,09;0,04;0,00;0,13;0,00;0,69;0,06;0,08;0,00;0,02;0,25;0,12;0,13;2,15;0,07;0,21;0,03;;;;;58,47867608
01/09/2021;80,70;2,42;21360;0,00;0,45;0,12;0,09;0,21;0,01;0,01;0,84;0,02;0,23;0,03;0,07;0,08;0,02;0,64;1,03;0,15;0,07;0,02;0,43;0,14;0,06;0,39;0,27;0,08;0,02;0,07;0,06;0,00;0,02;0,08;0,00;0,60;0,10;0,03;0,03;0,01;0,13;0,20;0,07;1,92;0,04;0,09;0,02;;;;;82,51061343
01/10/2021;79,03;2,37;22317;0,02;0,22;0,23;0,01;0,15;0,09;0,00;0,76;0,02;0,30;0,03;0,11;0,09;0,01;0,42;0,70;0,09;0,04;0,01;0,26;0,16;0,06;0,20;0,20;0,05;0,01;0,08;0,09;0,01;0,04;0,13;0,00;0,55;0,10;0,05;0,01;0,00;0,25;0,31;0,11;1,64;0,03;0,03;0,04;;;;;74,72942038
01/11/2021;86,57;2,60;21105;0,02;0,26;0,39;0,01;0,18;0,05;0,01;0,80;0,01;0,72;0,02;0,08;0,04;0,01;0,63;1,00;0,15;0,05;0,00;0,16;0,24;0,21;0,16;0,17;0,07;0,02;0,13;0,06;0,02;0,02;0,58;0,00;1,21;0,13;0,03;0,03;0,00;0,36;0,23;0,57;1,86;0,05;0,02;0,09;;;;;77,67363361
01/12/2021;105,35;3,16;20255;0,00;0,13;0,45;0,01;0,21;0,02;0,00;0,86;0,01;0,86;0,05;0,05;0,03;0,04;0,69;1,18;0,17;0,06;0,01;0,15;0,27;0,32;0,24;0,16;0,06;0,02;0,11;0,12;0,01;0,02;0,26;0,00;1,72;0,15;0,15;0,08;0,00;0,16;0,34;1,50;2,48;0,05;0,03;0,06;;;;;83,8982168
01/01/2022;138,67;4,16;20628;0,01;0,21;0,88;0,12;0,33;0,11;0,07;0,80;0,02;1,24;0,11;0,06;0,17;0,18;1,12;1,72;0,15;0,11;0,01;0,22;0,14;0,33;0,25;0,33;0,08;0,01;0,25;0,16;0,05;0,04;0,63;0,00;2,78;0,22;0,11;0,02;0,00;0,19;0,21;2,59;3,32;0,09;0,05;0,07;;;;;76,92764678
01/02/2022;216,16;6,48;19866;0,04;0,36;0,82;0,19;0,77;0,10;0,04;1,50;0,01;2,57;0,15;0,09;0,14;0,36;1,76;2,90;0,19;0,37;0,06;0,17;0,16;0,49;0,60;0,32;0,05;0,05;0,25;0,24;0,01;0,03;1,22;0,07;5,40;0,18;0,24;0,03;0,01;0,31;0,26;5,01;4,88;0,04;0,08;0,06;;;;;144,387689
01/03/2022;318,95;9,57;20770;0,13;0,52;1,02;0,13;0,91;0,22;0,03;2,47;0,02;2,66;0,13;0,25;0,26;0,29;1,98;3,91;0,35;0,58;0,10;0,47;0,60;0,65;0,70;0,72;0,11;0,07;0,39;0,47;0,04;0,06;2,10;0,03;8,80;0,46;0,27;0,05;0,02;0,88;0,37;8,70;6,90;0,25;0,07;0,10;;;;;240,6896152
01/04/2022;191,14;5,73;17146;0,06;0,33;0,64;0,09;0,41;0,08;0,04;1,13;0,03;1,67;0,08;0,12;0,22;0,21;0,92;2,40;0,12;0,29;0,05;0,41;0,31;0,38;0,27;0,30;0,15;0,02;0,22;0,13;0,05;0,01;1,12;0,03;4,83;0,13;0,27;0,02;0,02;0,43;0,12;4,90;3,97;0,05;0,09;0,08;;;;;113,2719149
01/05/2022;142,26;4,27;17671;0,01;0,25;0,36;0,05;0,29;0,17;0,01;1,01;0,02;1,05;0,12;0,14;0,14;0,55;0,72;1,69;0,14;0,34;0,09;0,35;0,21;0,35;0,49;0,42;0,10;0,02;0,09;0,08;0,01;0,04;0,61;0,02;3,19;0,05;0,55;0,03;0,03;0,41;0,33;3,19;3,15;0,06;0,07;0,05;;;;;101,6938709
01/06/2022;130,71;3,92;16988;0,04;0,15;0,47;0,08;0,39;0,08;0,02;0,85;0,02;1,28;0,07;0,17;0,42;0,47;0,92;1,61;0,12;0,13;0,07;0,38;0,23;0,57;0,34;0,29;0,07;0,04;0,19;0,08;0,06;0,04;0,53;0,03;3,03;0,19;0,41;0,04;0,02;0,56;0,16;3,05;2,88;0,06;0,07;0,06;;;;;86,2076079
01/07/2022;117,18;3,51;17214;0,06;0,19;0,34;0,09;0,36;0,04;0,02;0,81;0,01;0,89;0,06;0,19;0,19;0,18;0,54;1,13;0,05;0,10;0,10;0,27;0,35;0,30;0,17;0,20;0,05;0,02;0,19;0,09;0,12;0,01;0,30;0,05;2,70;0,42;0,15;0,03;0,02;0,63;0,18;2,68;2,59;0,03;0,04;0,05;;;;;81,85267637
01/08/2022;132,86;3,99;16888;0,04;0,24;0,14;0,05;0,30;0,06;0,01;1,24;0,03;0,61;0,08;0,24;0,07;0,15;0,57;1,15;0,31;0,09;0,07;0,25;0,27;0,12;0,51;0,31;0,08;0,07;0,11;0,08;0,04;0,07;0,21;0,01;2,42;0,12;0,12;0,03;0,01;0,34;0,74;2,28;3,13;0,04;0,06;0,05;;;;;123,961164
01/09/2022;131,99;3,96;16975;0,02;0,18;0,43;0,05;0,29;0,07;0,04;1,14;0,05;0,99;0,16;0,07;0,09;0,12;0,67;1,35;0,14;0,16;0,03;0,51;0,16;0,34;0,29;0,43;0,07;0,04;0,13;0,23;0,04;0,04;0,42;0,04;3,02;0,11;0,27;0,02;0,00;0,47;0,31;2,93;2,93;0,05;0,06;0,04;;;;;114,6269465
01/10/2022;143,16;4,29;17606;0,01;0,11;0,36;0,06;0,27;0,08;0,02;1,18;0,04;0,84;0,06;0,05;0,10;0,10;0,78;1,26;0,13;0,11;0,05;0,31;0,26;0,32;0,42;0,42;0,08;0,02;0,12;0,14;0,03;0,01;0,31;0,01;3,39;0,37;0,16;0,02;0,01;0,39;0,33;3,29;3,40;0,11;0,09;0,05;;;;;119,5941666
